track_name,album_name,artist_names,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,tidal_popularity,explicit_track
mi ex tenï¿½ï¿½a ra,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,karol g,2023-08-10,USUG12305253,128,136.2,438796949.0,23959,34805394,78,509727241,2202866,1223804,46080266,782582119,1337889706,56,60758,959,29,3457921,38,38214505,9932,62622,865444,,0
drained of color,Drained of Color,exhumed,2022-08-30,US2642250302,129,134.0,158627.0,635,18765,16,2156140830,,9,422,4484,1318392,,29,,,,,1132,,,208,,0
mood (feat. iann dior),Mood (feat. Iann Dior),24kgoldn,2020-07-24,USQX92003025,130,133.0,1867736006.0,302486,82611625,76,747126783,10795292,2467227,160756733,1768836179,2069527154,329,931316,1897,273,3821598,85,240562062,131540,40756476,10228436,,1
dynamite,Dynamite,bts,2020-08-21,QM7282022872,131,132.3,1872577908.0,144619,51186002,74,2638957320,62311179,3098499,662794945,5063720138,2199001119,323,351169,198,355,1888088,98,,,,7896781,,0
looking like a wow end of year 2023,Looking Like a Wow,wasteland,2023-12-10,GXBAV2381801,132,130.7,8327.0,3,8,,,,4200000,3646489,73318253,,,,,,,,,,,522,,0
someone you loved,Breach,lewis capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835.0,338763,160553919,82,2153701892,20891433,1940473,212007614,2161032034,2333853734,408,600211,381,502,4834088,110,427212257,357540,,29266297,,0
acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,shakira,2023-05-11,USQX92302824,134,129.6,230849195.0,23091,12233221,64,363082908,5135848,4897595,104580759,1551501289,150614267,49,24103,214,25,319914,33,23525446,4705,,623446,,0
made you look,Takin' It Back,meghan trainor,2022-10-21,USSM12204574,135,129.5,720720922.0,74295,89509926,77,221078988,2557839,4687520,1252326407,15247253457,718932832,108,412680,5869,43,1491347,59,81828913,36462,,3086624,,0
phonk brasileiro fresco (slowed + reverb),PHONK BRASILEIRO FRESCO,dj moigus,2023-06-22,QZMEQ2306756,136,129.4,1378494.0,351,43395,34,1022331,22739,7702832,90289248,1272592848,,,,,,,,,,,50550,,0
"sooseki (from ""pushpa 2 the rule"") [telugu]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",shreya ghoshal,2024-05-29,INS182401602,137,129.1,2827545.0,62,1433870,,54330074,801621,,,,,,,,,,10,,,,5620,,0
vampire,vampire,olivia rodrigo,2023-06-30,USUG12304091,138,128.9,998964097.0,90793,87801398,18,113450524,2108657,394640,152624014,1448207880,1111017294,173,161513,93,61,5239925,128,28318435,67590,4296515,4872257,,1
casca de bala,A Cara das Vaquejadas 3.0,thullio milionï¿½ï¿,2024-03-01,BCAEW2400001,139,128.5,37157630.0,2052,30387641,74,63418833,427441,1600000,853176,8850449,149589609,11,190,,32,8460458,11,,,,42895,,0
back,Back,lola,2022-08-03,UKQNV2100272,140,128.0,48428.0,92,15747,3,2123978358,5670850,111,102828,735317,,,46,,,,,,,,,,0
people,People - Single,libianca,2022-12-05,QZTB52268087,141,127.8,631955547.0,121823,45030006,74,305998382,2647341,3168854,243797561,3233505931,704906130,145,122781,202,74,1217657,54,9017480,11289,8026553,6121126,,1
jedag jedug capcut 2024,Jedag Jedug Capcut 2024,afrian af,2024-01-05,ATR981312465,142,127.4,,1,47,,,,3528100,37591836,688302023,,,,,,,,,,,,,1
lady killers ii (christoph andersson remix),Lady Killers II (Christoph Andersson Remix),g-eazy,2024-03-17,TCAIA2495220,143,127.3,94635338.0,10537,11716074,,944314,17943,1300000,182937084,1542242100,,13,,2,,,8,684557,1079,,1597467,,1
i don't wanna wait,I Don't Wanna Wait,david guetta,2024-04-05,UKWLG2400013,144,126.9,114574238.0,10564,180987712,84,9134225,124326,299000,4419373,79796400,3117914,87,86814,159,128,35099280,133,4503872,442,422718,,,0
abc,Abc,j ross,2023-02-14,CLLU22300585,145,126.6,31867.0,5,5100,1,1538564650,2066653,,,,,,174,,,,,,,,1178,,0
la bachata,La Bachata,manuel turizo,2022-05-26,QZDYA1800087,146,126.2,1721045197.0,156941,97122096,81,798827877,3379928,1614275,209367923,2596777974,420585933,142,152522,1161,97,8709032,133,47203290,19769,,4817885,,0
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,fli:p,2023-04-07,FRX282306294,147,125.4,8028757.0,1972,488653,44,48533758,399664,8800000,256186613,3985974550,6879573,1,373,,,,,,,,220198,,0
peaches (feat. daniel caesar & giveon),Justice,justin bieber,2021-03-19,USUM72102636,148,125.2,1612286123.0,282719,97390961,74,1019256266,10280320,1404274,502778982,4702037810,2889452237,348,569287,789,342,2587713,90,92111798,90598,,7848760,,1
don't start now,Don't Start Now,dua lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959.0,270230,143953432,78,1201600884,10239198,4725570,414013363,3535661993,2374637534,581,999941,954,632,4254903,118,313923242,99949,,13421701,,0
lucid dreams,Lucid Dreams,juice wrld,2018-05-04,USUG11800685,150,123.9,2548389305.0,339306,75858140,78,987143411,9384427,1900813,44442433,338071383,274498079,153,69562,132,54,442640,36,259400789,552552,257459352,9308937,,1
provenza,PROVENZA,karol g,2022-04-22,USUM72205906,151,123.8,1185929926.0,103026,64847502,76,1229843060,5870729,1300337,251445963,2829294043,763687717,115,130158,688,75,7349218,90,92136339,29371,,3397861,,0
wap (feat. megan thee stallion),WAP (feat. Megan Thee Stallion),cardi b,2020-08-07,USAT22005111,152,123.4,1325725696.0,171255,53040559,72,1329826741,15965491,8470921,1183499351,9539547626,181452145,222,91249,306,94,249116,50,184950173,397731,,4618794,,1
spot!,SPOT!,zico,2024-04-26,USA2P2421932,153,122.8,77757035.0,3407,35428519,81,100148771,2531168,99900,46645177,366905484,24981456,27,1861,51,2,151901,20,63300,98,,173263,,0
family matters,Family Matters,drake,2024-05-03,USUG12402984,154,122.7,72335127.0,8696,36774031,86,41492122,1034563,,,,166330702,38,1488,,16,1504365,60,3065493,2302,2401049,283217,,1
again,Missing,kurochuu,2024-06-09,CA5KR2466577,155,122.5,136237285.0,2,2190,2,,,,,,,,,,,,,,,,,,0
seven (feat. latto) (explicit ver.),Seven (feat. Latto),jung kook,2023-07-14,USA2P2330093,156,122.4,1673557134.0,54950,91343768,80,397523735,10125293,341522,114990786,761760624,1800517153,86,23714,861,54,5286388,56,6442882,4352,,2310409,,1
last night,3 Songs At A Time Sampler,morgan wallen,2023-01-31,USUG12300802,157,121.9,922010059.0,107189,61174155,79,141852059,567295,285414,61112010,811685466,182412108,106,18364,1846,7,33712,38,307115852,200650,13022144,2665347,,1
bad habits,#NAME?,ed sheeran,2020-01-01,GBAHS2100318,159,120.8,1754311538.0,271758,62218811,74,958790883,7686994,1036355,225139300,2658904267,3526952174,454,1347725,1035,352,7318680,136,269834154,88143,17144484,15886717,,0
qlona,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,karol g,2023-08-10,USUG12305257,160,120.7,850810162.0,56104,79334561,82,258553384,1174349,1167300,58820722,717259721,590681204,72,39951,4,57,7146260,83,32210732,12492,,1537093,,1
leave the door open,Leave The Door Open,bruno mars,2021-03-05,USAT22100906,161,120.1,1312168384.0,248793,50068571,75,993324548,9537455,1503567,369280607,3350704343,2421128623,308,557867,309,120,1553392,103,149304590,91366,,10288388,,0
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),2022-01-05,JPKI02118106,162,119.5,548408.0,130,20518,24,1356336,17701,18000000,334009036,7041708832,,1,,,,,,,,,69763,,0
good 4 u,good 4 u,olivia rodrigo,2021-05-14,USUG12101245,163,117.8,2167768056.0,309421,72787213,79,773591065,11098007,1893481,1080682523,8186754429,2285796743,355,4835,1283,98,1610293,102,119030447,170032,19263268,,,1
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",billie eilish,2019-03-29,USUM71900764,164,117.7,2516804300.0,296739,113315017,76,1779243626,26239833,3774645,177247662,1409756969,2066888119,432,353076,1024,258,3123258,174,229833113,534958,,18994040,,0
seï¿½ï¿½o,Shawn Mendes (Deluxe),shawn mendes,2018-05-25,USUM71911283,165,117.6,2738293818.0,251033,108433327,74,2372399124,26919886,5815851,140938643,1859977153,2305437038,380,531893,378,570,2693006,89,337815285,426555,,15254141,,0
despechï¿,DESPECHï¿,rosalï¿½,2022-07-28,USSM12207207,166,116.9,1003487432.0,126402,88024543,73,621874255,2859234,2409247,476447290,6208638113,672233681,152,175614,1077,105,6388819,97,40988020,6129,,3205234,,1
rockstar (feat. roddy ricch),BLAME IT ON BABY,dababy,2020-04-17,USUM72007941,167,116.7,1638836101.0,272933,50425049,70,1170441361,13667470,5241838,364560431,3869815694,201859518,216,298661,62,98,1699879,47,245618280,272002,,7646337,,1
eyes closed,Eyes Closed (Piano Version),ed sheeran,2023-03-23,GBAHS2201304,168,116.6,372423476.0,44730,21933393,71,131308671,1074684,1102985,38959591,830123390,961201576,132,644972,287,32,1018314,68,40613139,6969,,2886987,,0
i remember everything (feat. kacey musgraves),I Remember Everything (feat. Kacey Musgraves),zach bryan,2023-08-24,USWB12304903,169,116.5,630373315.0,70400,105320547,84,50938569,246731,215433,70110809,586454750,207483261,95,83414,35,47,9094602,112,147144967,33058,5597165,1673932,,0
circles,Circles,post malone,2019-08-30,USUM71915699,170,116.0,2481391466.0,332437,124491320,80,1116323669,8490012,83111,26892604,273522601,841624305,355,1015731,413,311,1603280,69,448494186,212174,,13634519,,0
el amor de su vida,EL AMOR DE SU VIDA,grupo frontera,2023-08-03,DGA062382895,171,115.9,474590289.0,24891,25915889,78,577930708,1569516,136500,32754141,509287649,1484713132,27,15783,215,22,2762020,27,44676754,9094,774895,1173817,,0
about damn time,About Damn Time,lizzo,2022-04-14,USAT22202139,172,115.6,847025688.0,104052,47808065,66,106024874,1080393,3030761,1522267606,15665483220,22274346,215,1024138,2826,143,1456203,4,,,,5445721,,1
closer,Closer,the chainsmokers,2016-07-29,USQX91601347,173,114.6,2880536961.0,285381,129399627,80,4086121880,22091228,1103074,100536756,514053404,467800052,385,316965,467,284,838570,78,819509308,739296,,16185008,,0
flower,ME,jisoo,2023-03-31,KRA402300002,174,114.3,440364356.0,26107,15314737,70,525156884,10820829,3411209,550993898,6724997940,68869541,33,11830,92,6,26844,35,1335366,3263,,1058579,,0
perro negro,nadie sabe lo que va a pasar maï¿½ï¿,bad bunny,2023-10-13,QMFME2364199,175,114.2,689181455.0,61138,90492257,83,183381482,738123,213300,49332435,487440417,546833520,67,32507,175,51,13729294,44,14039085,3684,2473108,930098,,1
rich baby daddy (feat. sexyy red & sza),For All The Dogs,drake,2023-10-06,USUG12306085,176,113.2,372248119.0,68037,44498005,,86580734,1106306,77600,20713030,128182068,384403788,53,44112,31,13,481832,39,19029194,36347,9898507,2131059,,1
havana (feat. young thug),Havana,camila cabello,2017-08-03,USSM11706905,177,112.8,2072182782.0,194332,86159672,75,3952909529,32333846,1314091,53911465,546650805,2137655536,342,175317,563,541,1593590,95,455553499,772600,,16095913,,0
luna,FERXXOCALIPSIS,feid,2023-12-01,USUM72318216,178,112.6,606124553.0,40628,139802900,86,166363445,1019744,14519,5128004,29601244,476273095,80,51631,170,64,14011480,31,1550124,1179,,1704574,,0
i like you (a happier song) (with doja cat),Twelve Carat Toothache,post malone,2022-06-03,USUM72208023,179,112.5,827950825.0,118965,64661540,73,299001099,2751490,172228,118133115,1359837461,3624466116,83,761996,2175,43,3276564,70,150508004,31988,6459716,3384275,,1
bones,Bones,imagine dragons,2022-03-11,USUM72201759,180,112.0,1227475431.0,180053,70861210,78,584854654,6691488,341199,191133207,2255843288,3064084870,94,305868,1789,47,1718874,67,124506820,66190,,7031981,,0
segï¿½ï¿½n qu,Segï¿½ï¿½n Qu,maluma,2023-08-17,USSD12300400,182,111.8,571366508.0,32236,42828677,79,475200526,1369288,,,,1602673476,50,38691,423,60,10199675,29,35912217,8715,46646,1703294,,1
selfish,Selfish,justin timberlake,2024-01-25,USRC12400001,181,111.8,92932220.0,8847,31258778,,42581931,513055,,,,1607922581,73,232736,18,75,12673906,43,28794637,6080,64503,1440935,,0
golden hour,golden hour,jvke,2022-07-15,GBKPL2204171,183,111.4,1126986320.0,200887,45885823,73,293553015,5388022,461623,313934124,2305840359,2451087344,77,148360,719,22,379311,35,32611885,64225,14112455,3897680,,0
levitating (feat. dababy),Future Nostalgia,dua lipa,2020-03-27,GBAHT2000942,184,111.3,2074721986.0,255296,109442317,77,1665434424,15432964,858364,324510578,2649555956,4124133645,388,476547,659,250,2098761,46,188728577,98317,,7948325,,0
get it sexyy,Get It Sexyy,sexyy red,2024-03-15,QZSYP2454435,185,111.1,89362910.0,7377,70714216,84,37676729,525264,361700,71058620,476545000,126493852,52,52534,976,4,57534,58,10234988,14251,2263132,514293,,1
"this wish - from ""wish""","This Wish (From ""Wish"")",ariana debose,2023-10-18,USWD12328242,186,110.9,26674909.0,2673,8562091,19,7863539,84565,4304279,50776319,709276580,300010,36,214,,4,81296,20,1639744,2942,,87704,,0
idgaf (feat. yeat),For All The Dogs,drake,2023-10-06,USUG12306072,187,110.8,406875019.0,85930,45178662,,39850191,427973,1225,2163852,22689637,11148894,29,4395,109,16,435466,29,1498994,6021,16555878,964984,,1
ojitos lindos,Un Verano Sin Ti,bad bunny,2022-05-06,QM6MZ2214888,188,110.7,1421763497.0,152592,62313059,78,945857087,5587691,179400,14518451,225142753,171156518,91,72953,191,42,6938988,49,57148186,17651,,3087489,,0
life is good (feat. drake),Life Is Good (feat. Drake),future,2020-01-10,USSM11914962,189,110.2,1237874594.0,276882,51153940,67,2430804498,12334565,584648,77631196,964755757,430690809,187,7602,47,95,487631,32,222732085,88462,,5329382,,1
escapism.,Escapism. / The Thrill Is Gone.,raye,2022-10-12,QMDA62217995,190,110.1,804925777.0,128247,62532855,75,175393116,1729347,935169,362063344,3209982240,841611064,138,400246,65,65,8982560,66,21279325,11614,9065143,6548714,,1
stargazing,Stargazing,myles smith,2024-05-10,GBARL2400510,191,109.8,106599323.0,9406,164949597,87,10331471,167936,,279000,4700000,38232470,120,11172,14,93,14817504,109,3667355,548,990796,,,0
jimmy cooks (feat. 21 savage),"Honestly, Nevermind",drake,2022-06-17,USUG12204897,192,109.7,971473231.0,239671,77479207,78,198796965,2003253,803500,85725313,926300276,327806846,110,1041,641,18,314003,57,50899547,48037,24117364,3142892,,1
what you know bout love,Shoot For The Stars Aim For The Moon,pop smoke,2020-07-03,USUM72013339,193,109.5,1125681368.0,251023,32574699,72,306628096,3322075,5487112,345484397,2775640343,258709304,119,372838,744,21,94686,22,224742683,79225,70901053,3908069,,1
memories,Memories,maroon 5,2019-09-20,USUM71913350,194,109.3,2011072164.0,222804,49920599,77,1290292327,11720744,2377898,155233360,1458416059,2403585054,268,765565,403,445,1033541,50,403824864,253642,,14241952,,0
classy 101,Classy 101,feid,2023-03-31,USUM72304895,195,109.1,872148396.0,90726,70485920,78,477047694,1887642,459540,102272836,1113541743,1850185458,94,46835,186,50,12249404,55,11049774,3399,,1625704,,1
whatever,Whatever,kygo,2024-01-19,USRC12302637,196,109.0,222354971.0,17551,159961203,83,45439562,522558,,,,1880782257,111,191358,278,171,32320584,109,10225886,568,,1421900,,0
whatever she wants,Whatever She Wants,bryson tiller,2024-02-13,USRC12400299,197,108.4,207093873.0,23181,114051028,87,19787472,254004,67400,22398663,298300000,320540886,61,5477,577,31,1483573,65,6895257,6101,13917600,,,1
vois sur ton chemin - techno mix,Vois sur ton chemin (Techno Mix),bennett,2023-08-04,DEA622301801,198,107.8,361517395.0,119783,95312340,80,37192341,491577,13334,1804060,35999853,3117914,56,56118,,52,4459149,23,,,5166756,4372188,,0
"yes, and?","yes, and?",ariana grande,2024-01-12,USUM72400048,199,107.5,416813996.0,22468,101875097,,115105080,2893111,77900,5912130,10072539,2382932899,106,79382,114,87,6747701,92,3441709,3255,1419525,1028262,,1
without me,Without Me,halsey,2018-10-04,USUM71813499,200,107.4,2042792456.0,198888,69311277,75,2018089906,20528541,3897257,208270183,2216715741,2352917415,180,320792,300,69,646681,89,562568504,360183,24711739,14816076,,1
meet the grahams,meet the grahams,kendrick lamar,2024-05-03,USUG12400909,201,107.3,65520394.0,8933,15896982,,36834647,1700363,,1542400,7700000,127419599,13,275,,7,397856,22,1062564,2314,1683570,185009,,1
first person shooter (feat. j. cole),For All The Dogs,drake,2023-10-06,USUG12306071,202,107.1,328526298.0,72252,68612350,,61769035,1228629,859,267545,2571188,1488182707,54,99793,16,19,2797550,49,28093871,6623,6962286,1198582,,1
shallow,Shallow,lady gaga,2018-09-27,USUM71813192,204,106.9,2447973078.0,221822,90174192,78,2732311956,15274815,52698,11103476,168789459,2310840501,261,228874,135,158,1551217,95,387105091,651760,1196386,153863,,0
thunder,Thunder,imagine dragons,2017-04-27,USUM71704167,203,106.9,2384768901.0,244951,88329475,79,2707166590,16780231,1839173,79131934,906537912,222980374,225,273249,509,226,1148532,43,688060560,1104391,,13844050,,0
rush,Rush,ayra starr,2022-09-16,NGA3B2216004,205,106.4,371886608.0,98009,19411516,67,361174452,1904397,3035139,98505939,1454848289,269311214,162,85871,230,47,2772886,67,10681624,3972,9245741,8870769,,0
abcdefu,abcdefu,gayle,2021-08-13,USAT22103652,206,106.2,1128273165.0,193857,61311826,70,499895662,6801671,2167302,1127247971,12414681151,3366280433,209,470778,1509,79,4946332,45,154675499,105068,,7565502,,1
buga,Buga,kizz daniel,2022-05-03,USUYG1425645,208,105.8,86516910.0,30835,3440925,57,266679537,1536035,10289181,119876546,1872751535,29657775,51,13698,,9,580760,19,7380862,2596,,3876226,,0
bad habit,Bad Habit,steve lacy,2022-06-29,USRC12201440,207,105.8,1087938471.0,220515,63054597,73,147472695,2050299,902163,360938850,2783442788,2111662944,132,2962,1461,69,3999785,58,13639179,45788,26683563,4118983,,1
money,LALISA,lisa,2021-09-10,KRA402100099,210,105.5,1189335848.0,103236,33637835,73,1323718887,20328622,3707867,1292738947,12516703531,1203702704,54,29685,461,29,484446,25,4765438,18921,,3720737,,1
columbia,Columbia,quevedo,2023-07-07,BK4DA2310533,209,105.5,721002940.0,84161,56226278,79,266411536,1343262,372100,71411756,752868970,535715103,47,51158,44,39,1537049,64,260176,1269,120842,1148958,,0
lady gaga,LADY GAGA,peso pluma,2023-06-22,QM7282306246,212,105.2,684204777.0,48370,25130304,78,362779953,1617493,777100,112400175,1207597707,297822969,51,4811,27,22,13901598,32,21933646,13520,5928532,1567605,,1
woman,Planet Her,doja cat,2021-06-25,USRC12101532,211,105.2,1606950381.0,217443,95985096,78,641326002,7454749,2148350,795146493,5944657895,3148985028,217,414829,1849,84,3363038,42,64368314,44396,,5907933,,1
cuff it,RENAISSANCE,beyoncï¿,2022-07-29,USSM12206232,213,104.9,795960535.0,100204,68659216,73,176996169,1606296,2762888,945005125,11215597325,251341543,182,481547,818,108,3025424,142,41249326,32516,,3861203,,1
king kong,KING KONG,treasure,2024-05-28,KRA402400030,214,104.5,8078265.0,207,12311489,68,44927750,931230,,,,,10,70,,5,572,25,6554,4,,12404,,0
how you like that,How You Like That,blackpink,2020-06-25,KRA402000111,215,104.5,1033109188.0,82170,21177170,68,1584676582,29210301,10007464,628046798,7988463856,328047537,96,36043,37,34,130559,46,8108765,42199,,3461123,,0
milf song,Milf Song,the puddleducks,2022-08-19,QZMEP2285895,216,104.5,1165982.0,1176,23110,28,1704936540,3631067,1865,1476436,7758599,1318392,,1,,,,,,,,1261,,0
